"In what year did Picasso start his blue phase?","according to wikipedia... Picasso's Blue Period (1901–1904), consisting of sombre, blue-tinted paintings influenced by a trip through Spain and the recent death of a friend, often featuring depictions of acrobats, harlequins, prostitutes, beggars and artists.","ArtsHumanities"
"Why do shoes have heels? Feet were designed flat...?","Initially it was for practical reasons. Heels were added to shoes around the 1500s to keep horsemen's feet from slipping from the stirrups. Eventually, it became fashionable to wear heels.","SocietyCulture"
"Anyone know what magic goes into creating a rice krispy? is it simply a popped grain of rice like popcorn or something fancier?","They are made of a sugary rice mixture which is shaped into the form of rice kernels and toasted. These kernels bubble and rise in a manner which forms very thin walls. When the cereal is exposed to milk or juices, these walls tend to collapse suddenly, creating the famous Snap, crackle and pop sounds. This is in contrast to puffed rice, which was introduced in 1904.","FoodDrink"
"I'm working remotely right now and I was wondering if it would be worth it to fly back to check in with all things Y! and attend the Year End Party. For people who've been there before, is it worth it?","Whether any party would be worthy flying cross-country for is definitely up to you, but as far as company parties go, I think Yahoo's are tops. They go all out in so many ways. The bands are impressively big (for a party) like this year's Earth, Wind, and Fire (http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:aq6jtr59klox), there is a huge variety of food and alcohol (including ice sculpture martini luges), and lots of other activities (gambling, full-body video games). But despite all that, your enjoyment will probably be determined more by how much you enjoy being around your co-workers (if they're going), your date, and/or how long you can enjoy gambling/dancing. The last two parties really really impressed me, but I enjoyed the second one much more because my date and I shared a great enthusiasm for the party and dancing. It doesn't look like last year's photos links work anymore :(","SocietyCulture"
"If your co-worker has a white head thats ready to pop should you be able to go over there and pop it for him?","Yes, but you have to clean up the mess.","Health"
"What's the history of a Labradoodle and why are they so popular now?","Wally Conran, a breeder of guide dogs in Melbourne, Australia, was the first person to purposefully mate a labrador retriever and a standard poodle (the large kind) in 1988. A woman in Hawaii had requested a Guide Dog for her disabled husband with allergies. It took a while for Conran to hit upon the right mix, but the first litter produced three puppies, one of whose hair and saliva did not affect the man's allergies. He began breeding and cross-breeding the Labradoodles, which were in high demand almost immediately. The mix reputedly combines the intelligence, aloof nature, the delicate frame, and the low-allergy, and non-shedding traits of the poodle with the boisterous exuberance, lovability, and loyalty of a lab.","Pets"
"How can I tell if the moon is waxing or waning?","For those who live in the Northern Hemisphere: The Moon is waxing or waning based on whether the right side of the Moon is dark or light. The Moon's lighted area increases over time from right to left. A good diagram of this can be found at: http://www.astro.umd.edu/education/astro/moon/waxing.gif For those who live in the Southern Hemisphere the effect is the opposite. More details can be found at: http://www.astro.umd.edu/education/astro/moon/phases.html","ScienceMathematics"
"Looking to get something with lots of control over functionality. Ideally, it will take Nikon lenses...","The Canon Digital Rebel XT is a great camera. I have professional photographer friends who use it as their primary camera. 8 megapixels and it's not crippled like the former Digital Rebel. Also one of the smallest and lightest DSLR's on the market. Consistently one of the most highly rated cameras, see the link below for a detailed review. Canon DSLR's are highly regarded and their lenses seem to be of comparable quality to Nikon while generally being cheaper. A big advantage that Canon has is their vertical integration, they have the ability to engineer the electronics, lenses, and sensors all in house and save the best for themselves. This is the best camera you can get for under $1000. I've seen it for as low as $700 in some places. I would also not be too hung up on the megapixel rating. The 6.3 megapixel Nikon D50 and D70s are both great cameras and will take significant better pictures than 8 megapixel consumer digicams without interchangeable lenses. However, unless I had a signficant investment in Nikon lenses, I would get the Canon. Higher resolution, arguably better picture quality, and a lower price.","ConsumerElectronics"
"What do you call the 4-stringed Hawaiian instrument which looks like a little guitar?","The ukulele, or uke, is a fretted string instrument. It's a smaller, four-stringed version of the guitar. In the early 20th century, the instrument's name was often rendered as ukelele, a spelling still used in Great Britain. The Hawai'ian spelling 'ukulele is also sometimes seen.","EducationReference"
"What would cause you to not want to keep your friend anymore?","When they flirt with your boyfriend, then talk smack behind your back about how your boyfriend should have dumped you a long time ago.    When you invite them somewhere, and they never commit, giving you the feeling that they are holding out for something better.    When all they do is talk about themselves and never ask how you are doing, even when you don't see each other very often.    When there is a misunderstanding and they won't accept your explanations, but readily accepts other people's interpretation of your actions.","FamilyRelationships"
"What are the Seven Sisters schools? Are they considered as good colleges?","The seven sister schools are Smith, Vassar, Wellesley, Bryn Mawr, Mount Holyoke, Radcliffe and Barnard. Indeed, they are considered excellent colleges, I attended two of them myself!","EducationReference"
"I seem that the entire world is dealing with it- what makes it different then other epidemic diseases?","The 1918, 1957 and and 1968 flu pandemics can be traced back to bird flu mutating with human virus. These pandemics killed scores of people. The panic also stems from the fact that there is no vaccine for H5N1 virus, the bird flu that is currently affecting Asia. Like last year, vaccines for regular human flu are in short supply as well.    Under normal circumstances, when the flu hits you're just feverish, achey and fatigued for a few days. When the flu strikes more vulnerable people, like the elderly and very young babies, it can cause respiratory problems and even kill them.","Health"
"This was the episode that explained the first 48 days of the survivors of the tail section.","Early speculation seems to point to the eye belonging to the mysterious boat captain that abducted Walt along with the rest of the Others. Nothing conclusive, just rumors and theories. However, here is an excellent site offering high-resolution screen captures from each episode, so perhaps someone can find an eye-patch clad individual somewhere?","EntertainmentMusic"
"how long will it take for someone to answer this question?","2 minutes.","ComputersInternet"
"do u cook chicken and rice together or separately and combine at the end ?","I have seen recipes that use both kinds of methods. Personally I prefer cooking them seperately and combining at the end. The chicken and rice are cooked seperately and then the rice is layered with chicken in the thick gravy alternately. Check out these recipes: http://www.recipedelights.com/recipes/nonvegdishes/chickenbiryani.htm (chicken and rice are cooked together in the end) (here they are cooked seperately): http://www.daawat.com/recipes/indian/rice/chickenbiryani.htm","FoodDrink"
"What can be done to lower the dropout rate in High Schools?","To curb the dropout rate, the National Dropout Prevention Center advocates the implementation of alternative strategies based on the principle of continuous improvement, in place of policies supporting student grade retention. In other words, the organization believes that the qualifier of a meaningful education shouldn't solely be based on grades, but on individual performance. Each learner begins at a different level emotionally, socially, and cognitively, and behaviorally. And because all of these factors play a role in learning, the same standard shouldn't apply to every student. The NDPC thinks that more dropouts could be prevented if each child was assessed as an invidividual and their progress was weighed on their individual needs, not based against every other student. One of the best educational strategies they recommend is service-learning. This is a theory based on the connection of hands-on experience and academic learning that also incorporates service to the community. Many learners have shown they can grasp concepts better and have greater success through experiential learning instead of the traditional textbook/lecture/text based learning. hope this helps!","EducationReference"
"I have a 5 and an 8 year old. Would like your input on sites to see, restaurants to visit and interesting shops we can't miss.","Definitely the Lincoln Center skating rink. Its such a symbol, and there's always a lot going on around that area (with NBC Studios near by). Then there's a huge toy store, FAO Schwarz, that's fun to play in w/ or w/o your kids. I think this is where they filmed part of the movie, Big, by Tom Hanks. Here's the address: New York 767 Fifth Avenue (Fifth Avenue at 58th Street) New York, NY 10153 212-644-9400 ext. 4242 Holiday Hours November 25, 2005 through December 25, 2005: Mon - Sat: 9:00 a.m. to 9:00 p.m. Sun: 10:00 a.m. to 7:00 p.m.","Travel"
"Are there any particular breeds of dog that can live in the same household as a cat and not chase them all the time or fight?","Cornish Rex cats usually do very well with dogs. Most Cornish are very smart, friendly, outgoing, fearless and playful and love having dog pals to chase, wrestle and cuddle with. The best advice I can give is make sure the rescue groups/breeders you contact either ask for extensive info about your family/dogs or has met them. This way, they can select the best fit personality and behavior wise.","Pets"
"My family is relocating to Houston next year and we are planning to buy a house close to where he works.","My father actually is a real estate agent for Keller Williams in Houston and although I may be biased, he's very attentive and goes out of his way on every single deal he negotiates. I've posted his website link below. I'm sure he'd be more than happy to provide references.","BusinessFinance"
"Is there a music site that is equivalent to imdb?","Umm.. cddb.. the one and only. It even preceeded imdb. Its now owned by Gracenote, but you can still go to cddb.com and click on the search cddb link in the top right. How have you lived without it for so long :)","EntertainmentMusic"
"My maine coone cat is getting older (14 years). How should I supplement her diet so she gets optimal nutrition","Hi, Is she generally healthy? Have you taken her in recently for a full blood panel? At 14, it's very important to check for declining kidney, thyroid and liver function. These are very common issues and usually manageable with diet. If she's generally healthy and doesn't require a low-protein or other special diet, there's a great dry food out there called EVO made by Innova. No supplements are needed when feeding it. My cats, both young and old, have really thrived on it. Wellness is another great food; Royal Canin also makes a special Maine Coon formula. Hope this helps--","Pets"
"What is paraphrasing?","Paraphrasing is when you put someone else's ideas in your own words. It's not just rewriting a paragraph or changing a few words. From the webs ite below: Paraphrasing is: *your own rendition of essential information and ideas expressed by someone else, presented in a new form. *one legitimate way (when accompanied by accurate documentation) to borrow from a source. *a more detailed restatement than a summary, which focuses concisely on a single main idea. Be careful about taking a sentence and only changing a few words in it--some plagarism detecting software will catch that and call it plagarism.","EducationReference"
"How can I discipline my child without spanking?","There are a lot of ways to discipline your child without spanking. Remember, hitting is bad. Give your child timeouts and talk to your child. You can refer to the link below:","PregnancyParenting"
"What are the names of the famed tall-and-short duo that were made famous by Bud Fisher?","Mutt and Jeff.","EntertainmentMusic"
"would love to be able to watch games from Europe...","Your best bet is to look at soccertv.com which has the schedule. The channels you want are: Fox Soccer channel (Premiership, bundesliga and Italian Serie A) Setanta (Chelsea TV and Champions League) Gol (SPanish and Latam Soccer) These are all available via Directv If you want to go to a pub the best is Mad dog in the fog in San Francisco, Fibbar Magees in Sunnyvale is good for lunch time champions league games.","Sports"
"When was the original Mini first launched? When did the new MINI launch?","The original Mini was built in 1959, for the British Motorcar Corporation. Bear in mind that this predates the BMW acquisition of the brand from Rover in 1994 by many, many years. The new Mini launched in 2001 as a 2002 model. Interestingly the original mini was built all the way to 2000, making it one of the longest lived automotive desitns.","CarsTransportation"
"Which came first, the chicken or the egg?","This is actually very easy to answer, based on evolution the egg had to come first. Evolution works like this: There are slight changes in the genetic information of the sex cells (i.e. eggs and sperm) of individuals that are passed on to the offspring of any two parents. These changes in the genetic makeup are called mutations. Mutations can either have: 1) A deleterious effect on the offspring (genetic disorders may arise, many times these are lethal); 2) sometimes these mutations may be advantageous, making an individual more fit than its neighbors (this is sometimes referred to as conferring an advantage); or 3) these mutations can have no effect, making no change from parent to progeny. In the case of the chicken, it must have evolved from something else that became less fit than the chicken and eventually becoming extinct. The chicken became a chicken from this other organism through mutations that built up over time in subsequent generations. However, whatever the genetic makeup that finally became defined as a chicken, that individual was first conceived and developed in an egg before being hatched. The egg and sperm that fused to produce the chicken didn't bypass the period of gestation within an egg that had developed in the bird family millions of years before the chicken came along. So the simple answer to this question is the egg came first -- unless you believe in fairy tales?","ScienceMathematics"
"where to buy a cheap plasma?","Here is a list of places that I'd recommend: Online: http://www.dtvcity.com/ http://www.plasmadepot.com/ http://www.dtvexpress.com/ http://www.plasmadisplaygroup.com/ Local store: Costco I don't know what size a TV you're looking for but the most popular size these days which is also a good price point is a 42 plasma which is about $1700. In that size, I highly recommend the Panasonic TH42PD50U. I bought one myself and am very happy with the picture quality. This TV is also currently available at Costco for $1699, where it is called Panasonic TH42PM50U.","ConsumerElectronics"
"Can someone recommend a good preschool for my kids in Austin?","my 3 year old likes Casa Montessori","LocalBusinesses"
"what is the system for ranking foosball players and how does it work?","Too complicated to summarize here, please read article linked below.","Sports"
"What is the best tasting Turkey substitute?","For vegetarian Turkey substitutes, I personally prefer the Quorn roast over Tofurkey. It's cheaper, smaller (both of which are better for the lone vegetarian in a crowd of meat eaters), and tastes better to me. Downside - I don't think there is a Quorn roast sold with stuffing, so you'll have to figure out how to make sure you get a vegetarian version of that.","FoodDrink"
"Why won't drivers use thier turn signals?","Simple math: one hand on cell phone, other hand on coffee mug, right foot on gas pedal, left knee for steering. What do you want them to use to activate the turn signal?","CarsTransportation"
"Web 1.0 was about doing anything on the web. Web 2.0 is about community. What will 3.0 be?","Web 3.0 will be like more of social networks and interconnected technologies. Like Google and Yahoo are starting click-to-call services. Web 3.0 is more likely to be a mix of technologies like web2.o, VoIP, social networking, blogging, mobile, syncing mobile(wap) with the web.. Like a consumer shopping on eBay can click on call button to directly bargain with the seller if he is online (making use of VoIP) and with eBays acquisition of Skype this is most likely to happen","ComputersInternet"
"Why do we use xmas trees at xmas?","The evergreen tree in ancient religions was a symbol of the renewal of life. However, the modern practice seems to have originated in 16th century Germany, where Bremen guild articles describe the practice of decorating a fir tree with apples, nuts, dates and paper flowers which were collected by the family children on Christmas.","SocietyCulture"
"What's the best John Coltrane album?","Coltrane's Sound This album is like many Coltrane albums palpably in transition between styles. It follows on from the experiments with dense, irregularly moving chord changes of Giant Steps, and also contains a couple reharmonized standards, The Night Has a Thousand Eyes and Body and Soul, which have areas of sustained modal exploration in the manner of My Favourite Things. The band is the first edition of the classic Coltrane band, with Steve Davis on bass before Jimmy Garrison hopped on board. What's most unusual about this album, perhaps, is that it's actually Coltrane's meditation on the bop heritage. Only one tune is completely original, the lovely ballad Central Park West (one of my favourite Coltrane tracks; he only states the melody, leaving the improvisation to Tyner, but it's so rounded a statement that like Monk's Crepuscule with Nellie it doesn't really need elaboration at all). The other tunes rework standard bop fare via the techniques of movement in thirds and pedal notes that obsessed Coltrane in this period. Liberia is a version of A Night in Tunisia; Equinox is a minor blues but borrows its intro from Parker's intro to Star Eyes; Satellite is a reworking of How High the Moon/Ornithology; 26-2 (a rather mysterious title) is a version of Confirmation. The practice was of course already there on _Giant Steps_ (Giant Steps and Countdown are themselves based on standards like Tune Up) but the concentration of such material, & the tenor sax shibboleth Body and Soul, suggest a rather more self-conscious exploration of the tradition. (Note that Coltrane's albums otherwise rarely contain bop tunes, preferring to concentrate on pop standards when not playing originals.) The quartet's take on these tunes is dark, intense and brooding--this album is a long way from the sunny mood of _Giant Steps_ & _Coltrane Jazz_.","ArtsHumanities"
"Why do filipinos eat with their bare hands?","Filipinos aren't the only cluture group who do so, and it makes historic sense: homo sapiens had hands long before tools and spoons were invented.","SocietyCulture"
"Should friendships be based on popularity?","No. If your friendship is based on popularity, the friendship is not genuine.","FamilyRelationships"
"What is the best cruise line for someone in their 20's?","Carnival has done a good job of branding themselves as The Fun Ships with a singles party atmosphere, but there are other great choices for singles depending on your interest, preferences or budget. Royal Carribbean also has built some *huge* ships with interesting sports amenities (rock climbing wall, ice rink, surfing pool(!!), etc) which are good for active singles. And I've heard they also are a great place to meet people. If you want to go on a smaller, more intimate ship, I've heard Windstar is great. It's more luxurious but also more expensive. The cruise lines to avoid (which tend to have an older over 50 crowd) are Holland America and Princess (also more expensive than RC or Carnival) The Cruise Critic website is a great source of cruise and cruise line reviews.","Travel"
"Can anyone recommend a museum around Chicago?","When I was a kid, I loved the Museum of Science and Industry. It's very tactile in that you can interact with most of the exhibits rather than just observing them. If you enjoy art, the Art Institute of Chicago is world-class and very close to other attractions in Chicago such as Millenium Park. Otherwise, the Museum of Contemporary Art is again world-class and is adjacent to the Gold Coast area.","LocalBusinesses"
"What's the best remedy for the 'dark circles' around the eyes?","There are several reasons for dark circles. One of the biggest cause is lack of sleep. The solution is to get more sleep. Sleep deprivation is not only giving you dark circles, but it is also bad for your skin. Another reason is heredity. There is not much you can do to eliminate it if it's hereditary. Applying concealer will help. I like Bobbi Brown's Creamy Concealer. For very dark circles, I use their Corrector. There are some cosmetic creams that claim to brighten dark circles with Vitamin K or skin lightening ingredients. But I have not seen any success either on myself or people that I know.","BeautyStyle"
"What is your favorite love quotation?","'Love' is the condition in which the happiness of another person is essential to your own. --Jubal Harshaw in Stranger in a Strange Land","EducationReference"
"if also cheap you are my hero","I will assume that trendy means modern. And I will assume that by cheap you mean something other than Ligne or the 5 other places in SoMa (but if you just search for furniture on Yahoo! Local within the SoMa area, you can see for yourself). Given that, I highly recommend Scandinavian Designs. I got almost all my stuff there and the most expensive item I got was $700 which is about 1/3 of what you would expect. It's also very high quality and _heavy_ which to me is a good sign.","HomeGarden"
"Who did Time name Man of the Decade at the end of the 80's?","Mikhail Gorbachev.","EntertainmentMusic"
"I tried configuring and setting up my wirelesss router which I bought from CompUSA but it won't let me get online even though it detects my IP address and shows a strong wireless connection. What could be the problem?","Few things to look for: 1. Do you have cable or dsl or dial connection? 2. Earlier when you did not have the router, were you entering the login/password to connect to internet? If so, you have to configure your cable/dsl modem to host the login/password. For SBC DSL modem you can do it by http://192.168.1.0/ and there is a option available in advanced configuration to do that. 3. Did you connect the ethernet cable from the cable/dsl modem to the WAN port of the router? 4. Are you getting the Dynamic IP assigned by the router? Check it by Start->Run->Cmd->ipconfig. It should show you some IP address like 192.168.1.x. 5. Run the following command in the command window (start->Run->cmd) ping www.yahoo.com Hope this helps.","ComputersInternet"
"Why do women get PMS?","Premenstrual syndrome (PMS) is a group of symptoms related to the menstrual cycle. PMS is linked to changes in the endocrine system, which produces hormones that control the menstrual cycle. Medical experts don't fully understand the chain of events that causes premenstrual symptoms to be severe in some women and not in others. The one direct cause that is known to affect some women is genetic: Many women with PMS have a close family member with a history of PMS.","Health"
"My daughter is 3 years old and I need to find a pediatric dentist around Houston.","Try Pediatric Dental Specialists on Louetta near 249. Both of my children had some serious dental work and this office made the whole ordeal a piece of cake.","BeautyStyle"
"What does BMW stand for?","BMW was originally (in 1917) the initials for Bayerische Motoren Werke, which means Bavarian Motor Works. These days, the corporation seems to be just called BMW Group. (They use this name even on the German language version of their web site.)    Incidentally, the way Germans pronounce BMW sounds something like bay-em-vay in English.","CarsTransportation"
"How many albums does an artist have to sell to get a gold or platinum record?","In the US, the threshold for gold is half a million, the threshold for platinum is one million. So an album that goes triple platinum has sold 3 million+ copies.","EntertainmentMusic"
"How do you feel about the show Cheaters?","i like it. there was one episode where the host (the new guy not tommy grand) got stabbed. that was a classic episode...","FamilyRelationships"
"Who is the dark-haired, female fbi agent on tv show criminal minds?","That could be Lola Glaudini. http://www.imdb.com/name/nm0322164/","EntertainmentMusic"
"My first dog is a 4 year old fixed female. She's a bulldog.","Get a male and have it fixed as soon as it is old enough. They'll get along great and the male dog won't lift his leg on everything or do the other things they are so well known for.","Pets"
"Who sailed from Spain around the tip of S. America & across the Pacific Ocean to the Phils.?","Ferdinand Magellan was dubbed the discoverer of the Philippines after he landed on the island of Homonhon, near Samar, on March 17, 1521. He claimed the islands in the name of King Philip II of Spain and named them Felipinas, the Philippines. He was later killed in Mactan Island of Cebu in a clash with native warriors led by a chieftain named Lapu-lapu.","ScienceMathematics"
"When was Archie comics published?","It was first published in November of 1939 by MLJ Magazines.","EntertainmentMusic"
"or is it all new age hocus pocus?","YES! Unlike the previous post, however, my soulmate and I share little in common, except our enjoyment of each other's company and our love. A soulmate is not someone who you share everything in common with; it's someone who you were meant to be with for life. I don't know if you can say much more than that. Finding your soulmate is a very personal thing. When it happens you will know. Don't try to force it to happen before that.","FamilyRelationships"
"How can we improve the quality of the teachers in high schools?","hi, This question is of particular interest to me because I have been interested in education reform for some time. I'm a believer that the quality of education has a lot to do with the quality of the teachers. To have quality teachers, many different initiatives should be put into place. There are several areas to focus on improving teachers: 1) preparation and credentialing- some states have focused on improving teacher education programs and raising the passing score on qualifying exams like the PRAXIS. 2) induction and retention- it's well known that the teaching profession has a high burnout rate. it's not suprising. they're essentially expected to raise our society's children and many times spend more time when them than the parents do. that's why some states have instituted better support programs for new teachers. assigning each new teacher a teacher-mentor and having a supportive adminstration that encourages teacher autonomy and professional development are a few ways to help retain new teachers. 3) professional development- states should encourage the professional development of their teachers. this doesn't just mean that they raise the expectations for the classes they take, it means that they tie these developments to compensation as well. one way in which states have given teachers incentives to grow professionally is by instituting national board certification programs. a teacher who passes this test gets a raise as well as the privelege of teaching in any other state w/o additional requirements. 4) accountability- it's a problem when non-performing teachers are allowed to stay because of tenure. while it's important to ensure teacher accountability, it seems that some states see this area as a panacea for generating good teachers. it's not. the other factors are equally important, if not more so. to weed out deadbeats, you just have to nurture a better teaching staff. 5) fair compensation- obviously, this is very important. hope this helps?","EducationReference"
"If your co-worker is guilty of unsanitary hygiene would it be right to tell him/her?","Yes, it is your obligation. Especially if it is just wrong.","Health"
"I was planning to buy a Ford Escape Hybrid and I was still debating if its worth to shell out extra 5000 dollars for getting the Hybrid option.. I dont remember the article where I read that when the Gas prices touch 9 dollar/Gallon then its worth buying a Hybrid.","Currently, there is no financial justification for buying a hybrid vehicle based on fuel costs alone. In california, the tax credit and ability to drive in the HOV lane mitigate this somewhat, but unfortunately the Escape Hybrid is only eligible for the federal $2K tax deduction but not the california clean air tax credit. Click on the link below for an analysis from the WSJ's detroit bureau chief on his analysis of the cost benefits of owning a hybrid vehicle. Also included is an in-depth analysis from Omninerd that breaks it down for you. Essentially, you should do it for the feel good environmental reasons and not necessarily savings from fuel.","CarsTransportation"
"in which movie he had introduced more new techniques the any of his movies?","Generally, film geeks tend to come down in favor of Vertigo or Notorious, but the previously mentioned North By Northwest gets a lot of votes, too. Notorious is usually cited by European critics because of the amazing work by both Cary Grant and Ingrid Bergman, plus it is the film that introduced the concept of the McGuffin. Essentially, this is the plot device that everything seems to be hinging upon while the story is doing something else (much sneakier) in the background. In Notorious, the McGuffin is (are) the wine bottles full of uranium. I tend to think that Vertigo is his best because it's just so damn unbelievable and over-the-top but he still pulls it off. Jimmy Stewart was never better in his whole career and the cinematography, music and mood is just amazing. Other (not yet mentioned) great Hitchcock films that you must see would be: 1. Early Period: The Thirty-Nine Steps (1939), The Lady Vanishes, Strangers on a Train 2. Middle-Period: The Trouble with Harry (very funny), Suspicion, Rebecca 3. Later: Rear Window, and Psycho (of course)","EntertainmentMusic"
"Can someone tell me what break a leg means?","It's a traditional way to wish actors good luck before a performance. Theatrical superstition has it that it's bad luck to wish someone good luck in a play, so instead, you say something with the opposite meaning. However, there are some alternative theories about the origin of this saying -- see reference below.","EducationReference"
"looking for a reliable news website - what do you thin about the below: http://www.cnn.com http://foxnews.com http://news.yahoo.com","I usually read International Herald Tribune: http://www.iht.com/ and Yahoo! News.","NewsEvents"
"Can anyone recommend affordable fashion shopping sites?","Bluefly.com is good for designer labels. I personally like to peruse the sale pages of the clothing retailers: http://www.urbanoutfitters.com/jump.jsp?itemID=595&itemType=CATEGORY&iMainCat=77&iSubCat=595&sort=0&viewall=All http://www.urbanoutfitters.com/jump.jsp?itemID=594&itemType=CATEGORY&iMainCat=10&iSubCat=594&sort=0&viewall=All http://www.anthropologie.com/jump.jsp?itemID=314&itemType=CATEGORY","BeautyStyle"
"How are animals classified?","Below is the taxonomy used by zoologists to classify animals. Hope that helps.","EducationReference"
"When to start / have mammograms?","The National Cancer Institute recommends that women in their 40s and older should have mammograms every 1 to 2 years. Women who are at higher than average risk of breast cancer should talk with their health care providers about whether to have mammograms before age 40 and how often to have them. For more infomation about screening mammogram and diagnostic mammogram, pls check the source.","Health"
"Can I give a gift membership to Yahoo! Music Unlimited?","Not at this time. This wouldn't be the forum to post info on if or when this would be possible, but I can tell you that at the present moment YME does not offer gift memberships or gift cards for song downloads.","EntertainmentMusic"
"My mom is an avid reader, but mostly sticks to the classics. Any recommendations of newer literature I can give as a holiday gift that won't offend her classic sensibilities?","My wife loved The Magic of Ordinary Days by Ann Howard Creel. They made a Hallmark movie out of it a couple of years ago, but she said the book was much better.","ArtsHumanities"
"I mean 8k meters (26k feet)or plus, of course.","Reinhold Messner","Sports"
"The Microsoft Help section is pitiful!","First load the add-in: Tools > Add-Ins > Analysis Tool Pack then find it: Tools > Data Analysis & Choose Regression If you need any more help mail me.","ComputersInternet"
"Is the MINI the smallest car in production?","The Smart car made by Daimler-Benz is the smallest car currently in production. It's exterior length is just under 2.5m ( 8ft 4ins ).","CarsTransportation"
"In Twin Peaks series...","Her father, Leland Palmer killed her, but it was believed he was under the influence of the evil BOB. In a question and answer session, Mark Frost indicated that the idea for BOB originated in American Indian mythology and that he was a local evil spirit whose presence in the Twin Peaks area dates back to ancient times.","EntertainmentMusic"
"Were looking for a kid-friendly dog that wont grow too big and will get along withour other dog, a lab/corgi mix.","Don't get a terrier for a group of small children! You need a dog that will put up with abuse. Labs, beagles, poodles, and border collies are good choices. If you get a herding dog, they'll help you keep the kids from wandering away. A border collie would be perfect for this. They're smart enough to do the kid's homework as well.","Pets"
"How can we make teaching more attractive to young people?","Higher salaries- for the amount of education that a teacher has to have, their pay is a pittance. What other careers do you know where people with a master's degree in their chosen field start out around $35,000/ year, or less? The pay level is ridiculous- so low that teachers usually can not live on their salaries unless they are married to someone else who works, or have a second job. Second, reduce the workload. Most don't realize that a teacher's workday is not limited to 8 hours or so they are at school. When you add in the lesson planning and grading that must be done on your own time, the constant parent conferences, meetings, paperwork and evaluations, and training sessions that they throw at you, you're normally working the equivalent of 10-12 hour days, and filling up your entire weekends with it. Then add in more trainings and classes that they require you to take during your vacation times, and there's practically no break. Third- allow them to teach!! So much of the time is taken up with madated tests, evaluations, and forced mucky muck that teaching doesn't get to happen anywhere near as often as it should. And lastly- give teachers a break! Literally. Breaks are few and far between and dreadful are the times when you have to go and can't because there is no one else to watch your class. In short, teachers need help in a lot of ways.","EducationReference"
"Should both computers use the same OS to share my DSL?","DSL usually requires PPPoE connections. Most consumer routers will provide this functionality for you. Simply enter your username and password into the router and it will maintain a persistent connection for you. Then, each computer on your network can simply obtain a DHCP address from the router and use the Internet without any special software. Windows, Linux, MacOS, and other operating systems should be compatible with little or no configuration.","ComputersInternet"
"I will be in Oman for 10 days. Any place you recommend?","Of course the capital Muscat. Other recommendations are Rubi and Salala are very nice as well. Most of the cities are near the coast. The mainland is mainly desert.","Travel"
"If you were asked to plan the perfect weekend for a guy, what would you include?","Sporting event Golf Gambling Beer Cheeseburgers Any and all of the above with his buddies.","FamilyRelationships"
"im thinking of buying a house on landfill in the bay area what are your thoughts?","Check and see what your insurance rates would be. It may be difficult and very expensive to get insurance, particularly earthquake coverage, which in turn will make it difficult to secure a mortgage. Also, make sure you go over the disclosure package very very carefully, and have your own property inspection done. Some shifting or damage to the foundation may already have happened. Not knowing exactly where you're talking about, my gut instinct would be to pass on this house and find another in a safer area.","BusinessFinance"
"How is it that different countries have come up with different styles of electrical socket pins?","Practical: As there are multiple very-incompatible voltages in use (110v, 220v), it's a good idea to not have the same plugs. Somebody will inevitably plug in the wrong device, and putting a 110v device on 220v can be pretty nasty. Dual voltage devices which are popular today (largely due to power semiconductors which make them inexpensive), didn't exist when plugs were designed! Political: Many ex-colonies of Britain were trying to shake off British influence as far as possible, which probably was a factor in picking different system for power device standards, among others.","ScienceMathematics"
"I don't want to pay a lot, or get sucked into a scam to buy more services.","you are entitled to free fico score reports. you might try myfico.net. Its the consumer site that Fair Isaac provides, you can get free FICO reports there. Fair Isaac is the company that created the FICO score and has a lot of power over your ability to get loans and such from banks. Its a very interesting business.","BusinessFinance"
"I live in an area with very high real estate prices. I can afford to buy, but I'm wondering if I should just rent and save a bunch of money.","It depends on what you mean by save a lot of money. If you are trying to save money over a period of time, it depends. Over the long haul you might save money by buying, since you'll end up owning the property and could sell it and recover your investment. You might even make money by buying if you live in an area where the property value is likely to go up over the period of time you might live there. If you're trying to save money on a monthly basis, renting is usually cheaper, unless a) you might rent out one or more rooms, thus off-setting your out-of-pocket monthly expenses, or b) you can afford to put down a large down-payment. Living in a high-cost area myself, I say buy if you can afford it. If nothing else you can go to town on decorating or remodeling, something you can't usually do when you rent.","BusinessFinance"
"What makes AMG different from other Mercedes-Benz vehicles?","AMG (Aufrecht Melcher Grossaspach) was the leading independent tuner of Mercedes-Benz automobiles when they were purchased by the company in the mid 1990's. AMG vehicles are meant to be the highest performing model for a specific model line (though not necessarily the most luxurious). They have handbuilt motors, upgraded brakes and suspension, and exclusive interior and exterior featuers. Since they are factory built they are covered by a manufacturer's warranty. They are also produced in relatively limited numbers. They can be identified by the badge on the trunk, as well as the two digit model designation. (i.e. C32 vs C320)","CarsTransportation"
"Why do women love to gossip?","Men and women (not just women) love to gossip. It entertains them. I've noticed that some people gossip because they have low self-esteem. They think that if they gossip about a person and try to bring them down, it makes them feel good and brings themselves up. Some people also gossip because they are jealous of the person they gossip about.","SocietyCulture"
"how many zip codes in the us ?","According to the USPS: The United States Postal Service® does not keep a firm record of how many ZIP Codes are currently in use, but the number is greater than 42,000.","BusinessFinance"
